text,label
Tell me a joke,fallback
What time does the next service leave King's Cross?,get_arrivals
"Hey, any update on District line?",check_status
Cost to travel from Baker Street to King's Cross?,get_price
Any service disruptions today?,disruptions
What's the status of the Hammersmith & City line?,check_status
Any train coming soon at Stratford?,get_arrivals
"Umm, Green Park to Oxford Circus — how much?",get_price
How's the Jubilee line running?,check_status
Can you tell me when the train leaves Euston?,get_arrivals
Any service disruptions today?,disruptions
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Can I take the Victoria line now?,check_status
Is the Piccadilly line running mate?,check_status
What's causing delays on the tube?,disruptions
Book me a cab,fallback
"Umm, Euston to King's Cross — how much?",get_price
Order me a pizza,fallback
Is the District line delayed today?,check_status
How long till next train from Euston?,get_arrivals
Book me a cab,fallback
Anything broken on the Underground?,disruptions
Tell me a joke,fallback
Umm... next train from Paddington please?,get_arrivals
What time does the next service leave Paddington?,get_arrivals
Can you tell me when the train leaves Victoria?,get_arrivals
How tall is Big Ben?,fallback
When is the next train from Green Park?,get_arrivals
When is the next train from Victoria?,get_arrivals
What's causing delays on the tube?,disruptions
Anything broken on the Underground?,disruptions
What's the status of the Piccadilly line?,check_status
Can I get a haircut nearby?,fallback
Any issues on the Bakerloo line?,check_status
Cost to travel from King's Cross to Liverpool Street?,get_price
What time does the next service leave Liverpool Street?,get_arrivals
Can I get a haircut nearby?,fallback
Ticket price from Liverpool Street to Baker Street please?,get_price
What's causing delays on the tube?,disruptions
Tell me a joke,fallback
Next arrival at Oxford Circus?,get_arrivals
Any issues on the Circle line?,check_status
Cost to travel from Oxford Circus to Waterloo?,get_price
Next arrival at Liverpool Street?,get_arrivals
What's the fare between Paddington and Baker Street?,get_price
What's the fare between Waterloo and Oxford Circus?,get_price
Can I get a haircut nearby?,fallback
Tube status update — issues today?,disruptions
Can I get a haircut nearby?,fallback
Are there any strikes on?,disruptions
Any train coming soon at Liverpool Street?,get_arrivals
Cost to travel from Liverpool Street to Baker Street?,get_price
"Hey, any update on Bakerloo line?",check_status
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Any service disruptions today?,disruptions
What's causing delays on the tube?,disruptions
How's the Hammersmith & City line running?,check_status
How tall is Big Ben?,fallback
Cost to travel from Paddington to Euston?,get_price
What time does the next service leave Stratford?,get_arrivals
Sing me a song,fallback
Ticket price from Victoria to Green Park please?,get_price
Any train coming soon at Euston?,get_arrivals
Next arrival at Paddington?,get_arrivals
Disruptions in the network now?,disruptions
What's the weather like?,fallback
Umm... next train from Green Park please?,get_arrivals
What's the weather like?,fallback
"Hey, any update on Circle line?",check_status
Order me a pizza,fallback
"Hey, any update on District line?",check_status
Engineering works anywhere?,disruptions
What's the weather like?,fallback
Any service disruptions today?,disruptions
What time does the next service leave Paddington?,get_arrivals
Is the Hammersmith & City line delayed today?,check_status
Tell me a joke,fallback
Any issues on the Victoria line?,check_status
Ticket price from Paddington to King's Cross please?,get_price
What time does the next service leave Waterloo?,get_arrivals
Tell me a joke,fallback
How long till next train from Stratford?,get_arrivals
Sing me a song,fallback
Next arrival at King's Cross?,get_arrivals
Anything broken on the Underground?,disruptions
Can I take the Jubilee line now?,check_status
Ticket price from Green Park to Euston please?,get_price
What's the fare between Euston and Baker Street?,get_price
"Hey, what's the cost Oxford Circus to Victoria?",get_price
"Hey, any update on Central line?",check_status
What's causing delays on the tube?,disruptions
Is it expensive to go from Paddington to Euston?,get_price
How tall is Big Ben?,fallback
How long till next train from Baker Street?,get_arrivals
What's the fare between Liverpool Street and Waterloo?,get_price
Next arrival at Green Park?,get_arrivals
Anything broken on the Underground?,disruptions
What time does the next service leave Oxford Circus?,get_arrivals
Can I get a haircut nearby?,fallback
Next arrival at Stratford?,get_arrivals
How long till next train from Paddington?,get_arrivals
Is it expensive to go from Liverpool Street to Paddington?,get_price
Is the Circle line delayed today?,check_status
How's the Piccadilly line running?,check_status
When is the next train from Waterloo?,get_arrivals
Ticket price from Victoria to Liverpool Street please?,get_price
What's the weather like?,fallback
Umm... next train from Paddington please?,get_arrivals
Is the Victoria line delayed today?,check_status
Can I get a haircut nearby?,fallback
What time does the next service leave Oxford Circus?,get_arrivals
Tube status update — issues today?,disruptions
"Hey, what's the cost Oxford Circus to Victoria?",get_price
When is the next train from Victoria?,get_arrivals
How's the Northern line running?,check_status
Anything broken on the Underground?,disruptions
Is the Victoria line running mate?,check_status
Are there any strikes on?,disruptions
Anything broken on the Underground?,disruptions
Cost to travel from Paddington to King's Cross?,get_price
Anything broken on the Underground?,disruptions
Are there any strikes on?,disruptions
Is the Hammersmith & City line running mate?,check_status
Any issues on the Victoria line?,check_status
How long till next train from Liverpool Street?,get_arrivals
How's the Jubilee line running?,check_status
What's causing delays on the tube?,disruptions
When is the next train from King's Cross?,get_arrivals
"Hey, any update on Metropolitan line?",check_status
How much from Liverpool Street to Waterloo?,get_price
How's the Circle line running?,check_status
"Hey, any update on Bakerloo line?",check_status
Anything broken on the Underground?,disruptions
How much from Baker Street to Waterloo?,get_price
Engineering works anywhere?,disruptions
What's the fare between Paddington and Victoria?,get_price
How much from Stratford to Paddington?,get_price
Do aliens exist?,fallback
Any issues on the Northern line?,check_status
Can you tell me when the train leaves Baker Street?,get_arrivals
Is the Jubilee line delayed today?,check_status
What's the fare between King's Cross and Green Park?,get_price
Are there any strikes on?,disruptions
"Hey, any update on District line?",check_status
How's the Victoria line running?,check_status
"Hey, any update on Hammersmith & City line?",check_status
Ticket price from Victoria to King's Cross please?,get_price
Umm... next train from Stratford please?,get_arrivals
Sing me a song,fallback
"Hey, any update on Northern line?",check_status
Can you tell me when the train leaves Waterloo?,get_arrivals
Next arrival at Waterloo?,get_arrivals
Can I get a haircut nearby?,fallback
Disruptions in the network now?,disruptions
Engineering works anywhere?,disruptions
Sing me a song,fallback
What time does the next service leave Euston?,get_arrivals
Any service disruptions today?,disruptions
What's the fare between Victoria and Oxford Circus?,get_price
What's the status of the Piccadilly line?,check_status
Next arrival at Paddington?,get_arrivals
"Hey, any update on Northern line?",check_status
How tall is Big Ben?,fallback
Any train coming soon at Euston?,get_arrivals
Tell me a joke,fallback
How much from Baker Street to Oxford Circus?,get_price
Any train coming soon at Oxford Circus?,get_arrivals
What's the fare between Oxford Circus and Waterloo?,get_price
Book me a cab,fallback
How much from Paddington to King's Cross?,get_price
Order me a pizza,fallback
Tube status update — issues today?,disruptions
What's the fare between Euston and Liverpool Street?,get_price
Are there any strikes on?,disruptions
Any train coming soon at Liverpool Street?,get_arrivals
Order me a pizza,fallback
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Can I take the Central line now?,check_status
How's the Central line running?,check_status
What's the weather like?,fallback
Ticket price from Paddington to Green Park please?,get_price
"Umm, King's Cross to Waterloo — how much?",get_price
Tube status update — issues today?,disruptions
Any issues on the Hammersmith & City line?,check_status
Next arrival at Green Park?,get_arrivals
Book me a cab,fallback
Any train coming soon at Paddington?,get_arrivals
Any issues on the Jubilee line?,check_status
When is the next train from Stratford?,get_arrivals
Tube status update — issues today?,disruptions
Is it expensive to go from Green Park to Oxford Circus?,get_price
Engineering works anywhere?,disruptions
Anything broken on the Underground?,disruptions
What's the fare between Stratford and Waterloo?,get_price
What's the fare between Green Park and Paddington?,get_price
Is the Victoria line running mate?,check_status
Order me a pizza,fallback
How much from Green Park to King's Cross?,get_price
Disruptions in the network now?,disruptions
Is the Hammersmith & City line delayed today?,check_status
How long till next train from Paddington?,get_arrivals
Tell me a joke,fallback
How much from Liverpool Street to Green Park?,get_price
Tell me a joke,fallback
Any issues on the Circle line?,check_status
Any issues on the Hammersmith & City line?,check_status
Order me a pizza,fallback
Is it expensive to go from Liverpool Street to Stratford?,get_price
Next arrival at Liverpool Street?,get_arrivals
Any service disruptions today?,disruptions
"Hey, any update on Metropolitan line?",check_status
Cost to travel from Euston to Victoria?,get_price
Engineering works anywhere?,disruptions
Any train coming soon at Green Park?,get_arrivals
Disruptions in the network now?,disruptions
How tall is Big Ben?,fallback
"Umm, Baker Street to Stratford — how much?",get_price
Disruptions in the network now?,disruptions
What time does the next service leave Paddington?,get_arrivals
What's the status of the Bakerloo line?,check_status
Engineering works anywhere?,disruptions
Is it expensive to go from Paddington to Liverpool Street?,get_price
Is the Central line delayed today?,check_status
How's the Jubilee line running?,check_status
What time does the next service leave Waterloo?,get_arrivals
Any train coming soon at Waterloo?,get_arrivals
How long till next train from Stratford?,get_arrivals
What's the weather like?,fallback
"Umm, Oxford Circus to Liverpool Street — how much?",get_price
Tell me a joke,fallback
Is the District line delayed today?,check_status
What's the weather like?,fallback
Ticket price from King's Cross to Victoria please?,get_price
Sing me a song,fallback
Cost to travel from Liverpool Street to Euston?,get_price
Order me a pizza,fallback
"Hey, any update on Northern line?",check_status
Book me a cab,fallback
Is it expensive to go from Victoria to Stratford?,get_price
How long till next train from King's Cross?,get_arrivals
Is the Hammersmith & City line delayed today?,check_status
How long till next train from Baker Street?,get_arrivals
"Hey, any update on Hammersmith & City line?",check_status
Engineering works anywhere?,disruptions
Any service disruptions today?,disruptions
"Hey, any update on Victoria line?",check_status
When is the next train from Euston?,get_arrivals
Tube status update — issues today?,disruptions
"Hey, any update on Bakerloo line?",check_status
Can you tell me when the train leaves Stratford?,get_arrivals
How much from Euston to Victoria?,get_price
Can you tell me when the train leaves Green Park?,get_arrivals
Ticket price from King's Cross to Baker Street please?,get_price
Tell me a joke,fallback
How much from Stratford to Paddington?,get_price
Engineering works anywhere?,disruptions
Tell me a joke,fallback
What's the fare between Liverpool Street and Baker Street?,get_price
Umm... next train from Euston please?,get_arrivals
Engineering works anywhere?,disruptions
Can I take the Bakerloo line now?,check_status
"Umm, Victoria to Waterloo — how much?",get_price
Umm... next train from King's Cross please?,get_arrivals
Umm... next train from Waterloo please?,get_arrivals
Is the District line running mate?,check_status
Order me a pizza,fallback
Can I get a haircut nearby?,fallback
Cost to travel from Oxford Circus to Paddington?,get_price
Any issues on the Northern line?,check_status
Any train coming soon at Oxford Circus?,get_arrivals
Disruptions in the network now?,disruptions
What's the weather like?,fallback
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Engineering works anywhere?,disruptions
Can I take the Circle line now?,check_status
What's the weather like?,fallback
What's causing delays on the tube?,disruptions
Order me a pizza,fallback
Cost to travel from Paddington to Victoria?,get_price
Can I take the Northern line now?,check_status
Engineering works anywhere?,disruptions
Next arrival at King's Cross?,get_arrivals
How much from Victoria to Stratford?,get_price
How long till next train from Waterloo?,get_arrivals
What time does the next service leave Paddington?,get_arrivals
Disruptions in the network now?,disruptions
Disruptions in the network now?,disruptions
Cost to travel from Euston to Green Park?,get_price
Can you tell me when the train leaves King's Cross?,get_arrivals
Is it expensive to go from Victoria to Stratford?,get_price
Any issues on the Central line?,check_status
Next arrival at Liverpool Street?,get_arrivals
Disruptions in the network now?,disruptions
Engineering works anywhere?,disruptions
Next arrival at Victoria?,get_arrivals
"Hey, any update on Northern line?",check_status
Sing me a song,fallback
Is the Metropolitan line running mate?,check_status
Anything broken on the Underground?,disruptions
Any train coming soon at Waterloo?,get_arrivals
What's the fare between Oxford Circus and Baker Street?,get_price
"Hey, any update on Central line?",check_status
Can you tell me when the train leaves Euston?,get_arrivals
How long till next train from Liverpool Street?,get_arrivals
What time does the next service leave Liverpool Street?,get_arrivals
What's the weather like?,fallback
Sing me a song,fallback
"Umm, Paddington to Green Park — how much?",get_price
What's the weather like?,fallback
Can you tell me when the train leaves King's Cross?,get_arrivals
Can I get a haircut nearby?,fallback
"Hey, what's the cost Oxford Circus to Victoria?",get_price
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Any issues on the Victoria line?,check_status
Can I take the Jubilee line now?,check_status
Ticket price from Euston to Oxford Circus please?,get_price
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Is the Victoria line delayed today?,check_status
When is the next train from Waterloo?,get_arrivals
Cost to travel from Green Park to Euston?,get_price
Cost to travel from Euston to Baker Street?,get_price
How long till next train from Green Park?,get_arrivals
Ticket price from Stratford to Waterloo please?,get_price
How's the Piccadilly line running?,check_status
Any issues on the Jubilee line?,check_status
Any train coming soon at Victoria?,get_arrivals
Tube status update — issues today?,disruptions
Order me a pizza,fallback
How much from Baker Street to Victoria?,get_price
"Hey, what's the cost Oxford Circus to Victoria?",get_price
"Umm, Paddington to Stratford — how much?",get_price
"Umm, King's Cross to Oxford Circus — how much?",get_price
How long till next train from Waterloo?,get_arrivals
What's the fare between Victoria and Green Park?,get_price
Can you tell me when the train leaves Oxford Circus?,get_arrivals
Order me a pizza,fallback
Any train coming soon at Victoria?,get_arrivals
When is the next train from Oxford Circus?,get_arrivals
Is it expensive to go from Victoria to Green Park?,get_price
Disruptions in the network now?,disruptions
"Umm, Euston to Victoria — how much?",get_price
Cost to travel from Baker Street to Victoria?,get_price
Disruptions in the network now?,disruptions
How long till next train from Stratford?,get_arrivals
Can I get a haircut nearby?,fallback
What's the fare between Waterloo and Victoria?,get_price
Is the Jubilee line running mate?,check_status
Tube status update — issues today?,disruptions
Any service disruptions today?,disruptions
"Hey, any update on District line?",check_status
Any train coming soon at Stratford?,get_arrivals
Engineering works anywhere?,disruptions
How much from Baker Street to Oxford Circus?,get_price
Book me a cab,fallback
Are there any strikes on?,disruptions
Umm... next train from Liverpool Street please?,get_arrivals
Disruptions in the network now?,disruptions
Next arrival at Paddington?,get_arrivals
What's the fare between Green Park and Euston?,get_price
Cost to travel from King's Cross to Victoria?,get_price
Any service disruptions today?,disruptions
Is the Jubilee line running mate?,check_status
Ticket price from Green Park to Waterloo please?,get_price
How long till next train from Oxford Circus?,get_arrivals
Can I get a haircut nearby?,fallback
"Umm, Liverpool Street to Green Park — how much?",get_price
How's the Bakerloo line running?,check_status
Is the Hammersmith & City line delayed today?,check_status
"Hey, any update on Hammersmith & City line?",check_status
Any issues on the Bakerloo line?,check_status
"Hey, what's the cost Oxford Circus to Victoria?",get_price
How much from Oxford Circus to Green Park?,get_price
Tell me a joke,fallback
What's causing delays on the tube?,disruptions
Tube status update — issues today?,disruptions
How tall is Big Ben?,fallback
Are there any strikes on?,disruptions
What's the weather like?,fallback
How long till next train from Liverpool Street?,get_arrivals
Any train coming soon at Baker Street?,get_arrivals
Tube status update — issues today?,disruptions
Tube status update — issues today?,disruptions
Anything broken on the Underground?,disruptions
Disruptions in the network now?,disruptions
Disruptions in the network now?,disruptions
Can you tell me when the train leaves Waterloo?,get_arrivals
Can you tell me when the train leaves Victoria?,get_arrivals
Book me a cab,fallback
Tell me a joke,fallback
Any train coming soon at Liverpool Street?,get_arrivals
What's the weather like?,fallback
What time does the next service leave Baker Street?,get_arrivals
Disruptions in the network now?,disruptions
Is the Circle line delayed today?,check_status
"Umm, Waterloo to Euston — how much?",get_price
Tube status update — issues today?,disruptions
Can I get a haircut nearby?,fallback
Can I get a haircut nearby?,fallback
Is it expensive to go from Paddington to Stratford?,get_price
How's the Piccadilly line running?,check_status
How much from King's Cross to Baker Street?,get_price
What's the fare between Euston and Liverpool Street?,get_price
How long till next train from Victoria?,get_arrivals
How long till next train from Green Park?,get_arrivals
How much from Waterloo to Green Park?,get_price
What's the weather like?,fallback
Ticket price from King's Cross to Victoria please?,get_price
Is the Victoria line running mate?,check_status
What time does the next service leave Paddington?,get_arrivals
Disruptions in the network now?,disruptions
Any service disruptions today?,disruptions
Any train coming soon at Victoria?,get_arrivals
Anything broken on the Underground?,disruptions
Sing me a song,fallback
Anything broken on the Underground?,disruptions
What's the weather like?,fallback
How long till next train from Baker Street?,get_arrivals
Engineering works anywhere?,disruptions
Can you tell me when the train leaves Liverpool Street?,get_arrivals
Is the Metropolitan line running mate?,check_status
Order me a pizza,fallback
Cost to travel from Baker Street to Green Park?,get_price
When is the next train from Victoria?,get_arrivals
Do aliens exist?,fallback
Book me a cab,fallback
How's the Central line running?,check_status
When is the next train from Waterloo?,get_arrivals
What's the status of the Piccadilly line?,check_status
Can you tell me when the train leaves Liverpool Street?,get_arrivals
How long till next train from King's Cross?,get_arrivals
Can I take the Northern line now?,check_status
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Can I take the Victoria line now?,check_status
Any service disruptions today?,disruptions
Is the Victoria line running mate?,check_status
Is the Central line running mate?,check_status
What's the weather like?,fallback
Any train coming soon at Liverpool Street?,get_arrivals
Is the Jubilee line delayed today?,check_status
When is the next train from Waterloo?,get_arrivals
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Umm... next train from Victoria please?,get_arrivals
Engineering works anywhere?,disruptions
What's the fare between Liverpool Street and Stratford?,get_price
Next arrival at Paddington?,get_arrivals
What's the fare between Paddington and Liverpool Street?,get_price
How long till next train from Baker Street?,get_arrivals
Tube status update — issues today?,disruptions
Can you tell me when the train leaves Euston?,get_arrivals
When is the next train from Liverpool Street?,get_arrivals
Anything broken on the Underground?,disruptions
Book me a cab,fallback
Next arrival at Paddington?,get_arrivals
Next arrival at Stratford?,get_arrivals
"Umm, Baker Street to Liverpool Street — how much?",get_price
Any train coming soon at Euston?,get_arrivals
Disruptions in the network now?,disruptions
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Can I get a haircut nearby?,fallback
Can you tell me when the train leaves King's Cross?,get_arrivals
Next arrival at Baker Street?,get_arrivals
Any train coming soon at King's Cross?,get_arrivals
"Hey, any update on Piccadilly line?",check_status
Disruptions in the network now?,disruptions
When is the next train from Stratford?,get_arrivals
What time does the next service leave Liverpool Street?,get_arrivals
What's the fare between Victoria and Waterloo?,get_price
What's the status of the Bakerloo line?,check_status
Can I take the Hammersmith & City line now?,check_status
What's causing delays on the tube?,disruptions
Can you tell me when the train leaves Waterloo?,get_arrivals
Are there any strikes on?,disruptions
Engineering works anywhere?,disruptions
How tall is Big Ben?,fallback
Cost to travel from King's Cross to Euston?,get_price
What's the weather like?,fallback
Tell me a joke,fallback
Book me a cab,fallback
Any service disruptions today?,disruptions
Is the Victoria line running mate?,check_status
What's causing delays on the tube?,disruptions
How long till next train from Waterloo?,get_arrivals
Any train coming soon at Paddington?,get_arrivals
How long till next train from Victoria?,get_arrivals
Cost to travel from Oxford Circus to Baker Street?,get_price
How's the Metropolitan line running?,check_status
Do aliens exist?,fallback
Any issues on the Central line?,check_status
How much from Liverpool Street to King's Cross?,get_price
Tell me a joke,fallback
Umm... next train from Baker Street please?,get_arrivals
What's the status of the Central line?,check_status
Any issues on the Bakerloo line?,check_status
Engineering works anywhere?,disruptions
Umm... next train from Euston please?,get_arrivals
Are there any strikes on?,disruptions
What time does the next service leave Stratford?,get_arrivals
Is the Piccadilly line delayed today?,check_status
How's the Metropolitan line running?,check_status
Sing me a song,fallback
Can I get a haircut nearby?,fallback
How long till next train from Liverpool Street?,get_arrivals
How tall is Big Ben?,fallback
Anything broken on the Underground?,disruptions
Book me a cab,fallback
Next arrival at Baker Street?,get_arrivals
How long till next train from Waterloo?,get_arrivals
Is the Piccadilly line running mate?,check_status
Disruptions in the network now?,disruptions
Tube status update — issues today?,disruptions
How long till next train from Paddington?,get_arrivals
How tall is Big Ben?,fallback
What time does the next service leave Oxford Circus?,get_arrivals
What's the status of the Piccadilly line?,check_status
Book me a cab,fallback
Can you tell me when the train leaves Victoria?,get_arrivals
Are there any strikes on?,disruptions
"Umm, Green Park to Oxford Circus — how much?",get_price
Is the Northern line running mate?,check_status
What's causing delays on the tube?,disruptions
Cost to travel from Euston to Oxford Circus?,get_price
Do aliens exist?,fallback
"Umm, Liverpool Street to Oxford Circus — how much?",get_price
Any service disruptions today?,disruptions
What's the status of the Northern line?,check_status
Are there any strikes on?,disruptions
Any service disruptions today?,disruptions
Any train coming soon at Paddington?,get_arrivals
Can I take the District line now?,check_status
Engineering works anywhere?,disruptions
"Umm, Victoria to Liverpool Street — how much?",get_price
Do aliens exist?,fallback
Tube status update — issues today?,disruptions
What's the status of the District line?,check_status
"Umm, Stratford to Baker Street — how much?",get_price
How much from King's Cross to Green Park?,get_price
How tall is Big Ben?,fallback
What's the weather like?,fallback
Tube status update — issues today?,disruptions
Tube status update — issues today?,disruptions
Disruptions in the network now?,disruptions
Cost to travel from Victoria to Green Park?,get_price
Is the Circle line running mate?,check_status
What's causing delays on the tube?,disruptions
Tube status update — issues today?,disruptions
How much from Liverpool Street to Stratford?,get_price
What's the status of the Victoria line?,check_status
How's the Jubilee line running?,check_status
Any service disruptions today?,disruptions
What time does the next service leave King's Cross?,get_arrivals
Do aliens exist?,fallback
What's the status of the Central line?,check_status
Anything broken on the Underground?,disruptions
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Is it expensive to go from Oxford Circus to Stratford?,get_price
How long till next train from Oxford Circus?,get_arrivals
Can I get a haircut nearby?,fallback
Can you tell me when the train leaves Euston?,get_arrivals
Anything broken on the Underground?,disruptions
Is the Victoria line running mate?,check_status
How's the Piccadilly line running?,check_status
"Hey, any update on Circle line?",check_status
"Hey, any update on Jubilee line?",check_status
Order me a pizza,fallback
Tell me a joke,fallback
How's the Northern line running?,check_status
Can I get a haircut nearby?,fallback
Is the Northern line delayed today?,check_status
Is it expensive to go from Stratford to Green Park?,get_price
Do aliens exist?,fallback
Anything broken on the Underground?,disruptions
Order me a pizza,fallback
What's causing delays on the tube?,disruptions
Disruptions in the network now?,disruptions
How much from Baker Street to Victoria?,get_price
Any service disruptions today?,disruptions
Book me a cab,fallback
Any issues on the Victoria line?,check_status
Next arrival at Euston?,get_arrivals
When is the next train from Victoria?,get_arrivals
What's causing delays on the tube?,disruptions
Is it expensive to go from Victoria to Oxford Circus?,get_price
Are there any strikes on?,disruptions
Any issues on the District line?,check_status
Order me a pizza,fallback
Do aliens exist?,fallback
Umm... next train from Baker Street please?,get_arrivals
When is the next train from Oxford Circus?,get_arrivals
"Umm, Paddington to Green Park — how much?",get_price
When is the next train from Green Park?,get_arrivals
Is the Central line delayed today?,check_status
What time does the next service leave King's Cross?,get_arrivals
Do aliens exist?,fallback
Disruptions in the network now?,disruptions
Umm... next train from Paddington please?,get_arrivals
"Hey, any update on Metropolitan line?",check_status
Ticket price from Green Park to Victoria please?,get_price
What's the weather like?,fallback
Anything broken on the Underground?,disruptions
Disruptions in the network now?,disruptions
Any issues on the Metropolitan line?,check_status
How much from King's Cross to Green Park?,get_price
Any service disruptions today?,disruptions
"Hey, what's the cost Oxford Circus to Victoria?",get_price
How tall is Big Ben?,fallback
Can I take the Victoria line now?,check_status
Cost to travel from Waterloo to Baker Street?,get_price
What time does the next service leave Euston?,get_arrivals
How's the Victoria line running?,check_status
What's the weather like?,fallback
How tall is Big Ben?,fallback
Cost to travel from Paddington to King's Cross?,get_price
Disruptions in the network now?,disruptions
Engineering works anywhere?,disruptions
What's the weather like?,fallback
How much from Oxford Circus to Paddington?,get_price
How tall is Big Ben?,fallback
Ticket price from Paddington to Stratford please?,get_price
Cost to travel from Euston to Liverpool Street?,get_price
Next arrival at Paddington?,get_arrivals
Can I take the Metropolitan line now?,check_status
When is the next train from Stratford?,get_arrivals
Is it expensive to go from Waterloo to Stratford?,get_price
Any train coming soon at Waterloo?,get_arrivals
Ticket price from Victoria to Green Park please?,get_price
Engineering works anywhere?,disruptions
Can I take the Metropolitan line now?,check_status
Disruptions in the network now?,disruptions
Umm... next train from Waterloo please?,get_arrivals
What's the fare between Baker Street and Oxford Circus?,get_price
Ticket price from Stratford to Euston please?,get_price
Can I get a haircut nearby?,fallback
Sing me a song,fallback
Can I take the Hammersmith & City line now?,check_status
Can I get a haircut nearby?,fallback
"Umm, Euston to Waterloo — how much?",get_price
Anything broken on the Underground?,disruptions
How tall is Big Ben?,fallback
Ticket price from Baker Street to Green Park please?,get_price
Order me a pizza,fallback
Any train coming soon at King's Cross?,get_arrivals
Are there any strikes on?,disruptions
What's causing delays on the tube?,disruptions
Is the District line running mate?,check_status
How much from Oxford Circus to Stratford?,get_price
When is the next train from Liverpool Street?,get_arrivals
How long till next train from Paddington?,get_arrivals
Is the Metropolitan line delayed today?,check_status
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Can you tell me when the train leaves Stratford?,get_arrivals
Sing me a song,fallback
What's causing delays on the tube?,disruptions
Can you tell me when the train leaves Victoria?,get_arrivals
Order me a pizza,fallback
When is the next train from Oxford Circus?,get_arrivals
What's the fare between Liverpool Street and Oxford Circus?,get_price
Any train coming soon at Stratford?,get_arrivals
Cost to travel from King's Cross to Baker Street?,get_price
Can you tell me when the train leaves Oxford Circus?,get_arrivals
Do aliens exist?,fallback
Book me a cab,fallback
Tell me a joke,fallback
Are there any strikes on?,disruptions
When is the next train from Oxford Circus?,get_arrivals
Any service disruptions today?,disruptions
Disruptions in the network now?,disruptions
Engineering works anywhere?,disruptions
Umm... next train from Stratford please?,get_arrivals
What time does the next service leave Baker Street?,get_arrivals
"Umm, Liverpool Street to Baker Street — how much?",get_price
How's the Central line running?,check_status
Any issues on the Northern line?,check_status
Anything broken on the Underground?,disruptions
Do aliens exist?,fallback
What time does the next service leave Baker Street?,get_arrivals
Is the Hammersmith & City line delayed today?,check_status
Do aliens exist?,fallback
How long till next train from Euston?,get_arrivals
Book me a cab,fallback
What's causing delays on the tube?,disruptions
Umm... next train from Euston please?,get_arrivals
Book me a cab,fallback
What's causing delays on the tube?,disruptions
"Umm, King's Cross to Green Park — how much?",get_price
Is the Hammersmith & City line delayed today?,check_status
Tube status update — issues today?,disruptions
Anything broken on the Underground?,disruptions
Is the Piccadilly line delayed today?,check_status
When is the next train from Liverpool Street?,get_arrivals
Anything broken on the Underground?,disruptions
When is the next train from Victoria?,get_arrivals
What's the status of the Northern line?,check_status
Anything broken on the Underground?,disruptions
Any train coming soon at King's Cross?,get_arrivals
What's the weather like?,fallback
Can I take the Circle line now?,check_status
Can you tell me when the train leaves Euston?,get_arrivals
What's the weather like?,fallback
How tall is Big Ben?,fallback
What's the weather like?,fallback
Is it expensive to go from Victoria to Liverpool Street?,get_price
Engineering works anywhere?,disruptions
Can you tell me when the train leaves Euston?,get_arrivals
Book me a cab,fallback
Any service disruptions today?,disruptions
Any train coming soon at Green Park?,get_arrivals
Do aliens exist?,fallback
How much from Oxford Circus to Waterloo?,get_price
Disruptions in the network now?,disruptions
Is it expensive to go from Paddington to King's Cross?,get_price
Book me a cab,fallback
Ticket price from Green Park to Euston please?,get_price
How's the Victoria line running?,check_status
"Hey, any update on Piccadilly line?",check_status
How long till next train from Oxford Circus?,get_arrivals
How's the Northern line running?,check_status
How's the Jubilee line running?,check_status
Sing me a song,fallback
Can you tell me when the train leaves Victoria?,get_arrivals
Any service disruptions today?,disruptions
Cost to travel from Stratford to Paddington?,get_price
Next arrival at Euston?,get_arrivals
How long till next train from King's Cross?,get_arrivals
How's the Bakerloo line running?,check_status
Anything broken on the Underground?,disruptions
How's the Circle line running?,check_status
How tall is Big Ben?,fallback
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Engineering works anywhere?,disruptions
Can you tell me when the train leaves Liverpool Street?,get_arrivals
Ticket price from Baker Street to Oxford Circus please?,get_price
Is the Jubilee line delayed today?,check_status
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Do aliens exist?,fallback
What's causing delays on the tube?,disruptions
What's the fare between Oxford Circus and Green Park?,get_price
How much from Liverpool Street to Waterloo?,get_price
Sing me a song,fallback
What's causing delays on the tube?,disruptions
Anything broken on the Underground?,disruptions
What's the fare between King's Cross and Stratford?,get_price
What's the status of the Metropolitan line?,check_status
Tube status update — issues today?,disruptions
Can I get a haircut nearby?,fallback
How much from Green Park to Victoria?,get_price
How's the Jubilee line running?,check_status
Sing me a song,fallback
When is the next train from Victoria?,get_arrivals
Is the Victoria line running mate?,check_status
Any train coming soon at Paddington?,get_arrivals
Ticket price from Stratford to Baker Street please?,get_price
Book me a cab,fallback
What's causing delays on the tube?,disruptions
Is the Central line running mate?,check_status
Order me a pizza,fallback
What time does the next service leave Waterloo?,get_arrivals
